N° do imóvel,UF,Cidade,Bairro,Endereço,Preço,Valor de avaliação,Desconto,Financiamento,Descrição,Modalidade de venda,Link de acesso,Origem,Categoria
8444425616208,RS,ALVORADA,ALGARVE,"RUA NUMERO 142, N. 99, Apto 202, LT 41 LT E24","84.950,68","145.100,00",41.46,Não,"Apartamento, 0.00 de área total, 35.72 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425616208,Caixa,Imóvel
8444434005585,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E CINQUENTA, N. 485, Apto 102,","82.667,38","141.200,00",41.46,Não,"Apartamento, 0.00 de área total, 28.63 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434005585,Caixa,Imóvel
8444426086938,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E QUARENTA E SEIS, N. 119, Apto 301, PAV 2/3 LT 44 QD E-22","94.815,14","160.000,00",40.75,Sim,"Apartamento, 33.68 de área total, 29.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426086938,Caixa,Imóvel
8444435620011,RS,ALVORADA,MARIA REGINA,"RUA VINTE E SETE, N. 223, Apto 103, BL 03 QD 57 LT 03","97.778,11","165.000,00",40.75,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435620011,Caixa,Imóvel
8444406534447,RS,ALVORADA,APARECIDA,"RUA DOM PEDRITO, N. 117, PARTE LT 09 CHACARA 02 QD 31","216.373,16","362.436,00",40.31,Não,"Casa, 120.00 de área total, 120.00 de área privativa, 231.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406534447,Caixa,Imóvel
8444417912600,RS,ALVORADA,MARIA REGINA,"RUA JOSE LINS DO REGO, N. 762, CS 01, QD G, LT 14","133.930,31","221.587,22",39.56,Sim,"Casa, 71.25 de área total, 71.25 de área privativa, 90.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417912600,Caixa,Imóvel
10218347,RS,ALVORADA,AMERICANA,"RUA MARIZ E BARROS (ANTIGA RUA A), N. 1062, QD 04, LT 13","232.619,72","365.000,00",36.27,Não,"Casa, 0.00 de área total, 184.82 de área privativa, 360.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10218347,Caixa,Imóvel
8444414146299,RS,ALVORADA,JARDIM ALGARVE,"RUA BEIJA-FLORES, N. 580, CASA 02","200.000,00","200.000,00",0.00,Não,"Casa, 49.25 de área total, 49.25 de área privativa, 87.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414146299,Caixa,Imóvel
8444419570510,RS,ALVORADA,FORMOZA,"RUA FERNAO DIAS, N. 500, CS 01 QD 5 LT 26","226.598,96","226.598,96",0.00,Não,"Casa, 54.50 de área total, 50.49 de área privativa, 86.40 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419570510,Caixa,Imóvel
8444424248060,RS,ALVORADA,FORMOZA,"RUA FERNANDO FERRARI, N. 1042, Apto 104,","136.000,00","136.000,00",0.00,Não,"Apartamento, 39.80 de área total, 38.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424248060,Caixa,Imóvel
8444401748856,RS,ALVORADA,MARIA REGINA,"RUA ROQUE SANTEIRO, N. 136, Apto 104, LT 15, QD 62","131.716,00","131.716,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401748856,Caixa,Imóvel
8444405810009,RS,ALVORADA,MARIA REGINA,"RUA RODA DE FOGO, N. 56, Apto 401,","105.000,00","105.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405810009,Caixa,Imóvel
8444417442093,RS,ALVORADA,MARIA REGINA,"RUA AIMORE, N. 204, CS 02","160.000,00","160.000,00",0.00,Não,"Casa, 46.76 de área total, 44.83 de área privativa, 86.93 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417442093,Caixa,Imóvel
8444406900982,RS,ALVORADA,PIRATINI,"RUA CAUTRITAS, N. 520, CASA 02","206.000,00","206.000,00",0.00,Não,"Casa, 70.00 de área total, 70.00 de área privativa, 87.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406900982,Caixa,Imóvel
8787703218720,RS,ALVORADA,PIRATINI,"RUA MARAJO, N. 130, Apto 204, BL 02 VG 109","175.000,00","175.000,00",0.00,Não,"Apartamento, 85.46 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703218720,Caixa,Imóvel
8444429802359,RS,ALVORADA,VILA DUAS FIGUEIRAS,"RUA FERNANDO FERRARI, N. 1078, Apto 104, VAGA BOX Nº 08","158.000,00","155.000,00",0.00,Não,"Apartamento, 46.17 de área total, 42.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429802359,Caixa,Imóvel
8444435363698,RS,ALVORADA,PIRATINI,"RUA 314, N. 146, Apto 301,","174.410,04","170.000,00",0.00,Não,"Apartamento, 33.45 de área total, 28.93 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435363698,Caixa,Imóvel
8787703648873,RS,ALVORADA,PIRATINI,"RUA F, N. 130, Apto 101, BL 05, VAGA BOX N 137","195.000,00","188.000,00",0.00,Não,"Apartamento, 98.77 de área total, 55.09 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703648873,Caixa,Imóvel
8787703308509,RS,ALVORADA,PIRATINI,"RUA MARAJO, N. 130, Apto 503, BL 06 VG 30 5 PAV","190.000,00","179.298,65",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703308509,Caixa,Imóvel
8444425479502,RS,ALVORADA,VILA MORUMBY,"RUA  JOSE LINS DO REGO, N. 1253, CASA 02, LOTE 05","153.000,00","143.000,00",0.00,Não,"Casa, 0.00 de área total, 45.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425479502,Caixa,Imóvel
8444438197616,RS,ALVORADA,APARECIDA,"RUA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO, N. 267, 158,","285.907,38","266.000,00",0.00,Não,"Casa, 40.43 de área total, 39.30 de área privativa, 111.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438197616,Caixa,Imóvel
8444435377788,RS,ALVORADA,JARDIM ALGARVE,"RUA CENTO E VINTE E CINCO, N. 116, Apto 204,","172.117,90","160.000,00",0.00,Não,"Apartamento, 36.20 de área total, 30.30 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435377788,Caixa,Imóvel
8444438994788,RS,ALVORADA,UMBU,"RUA TREZE, N. 311, Apto 204, 2 PAV","144.113,45","132.000,00",0.00,Não,"Apartamento, 34.34 de área total, 30.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438994788,Caixa,Imóvel
8787704580938,RS,ALVORADA,PIRATINI,"RUA F, N. 130, Apto 201, BL 05 BOX 140","190.000,00","163.000,00",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704580938,Caixa,Imóvel
1444414639920,RS,ALVORADA,JARDIM ALGARVE,"RUA BEIJAFLORES, N. 33, LT 32 QD 29","192.844,37","165.000,00",0.00,Não,"Casa, 43.40 de área total, 43.40 de área privativa, 175.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414639920,Caixa,Imóvel
8787718327334,RS,ALVORADA,PIRATINI,"RUA B, N. 140, Q02L01 UN.PV.46","173.603,93","146.000,00",0.00,Não,"Casa, 29.30 de área total, 29.30 de área privativa, 37.19 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718327334,Caixa,Imóvel
8444430288337,RS,ALVORADA,MARIA REGINA,"RUA 27, N. 18, Apto 103, LT 01 QD 58","142.944,33","120.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430288337,Caixa,Imóvel
8444434835014,RS,ALVORADA,MARIA REGINA,"RUA ANA AXELRUD, N. 1088, Apto 102,","168.009,34","141.000,00",0.00,Não,"Apartamento, 33.10 de área total, 30.17 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434835014,Caixa,Imóvel
8444429650656,RS,ALVORADA,MARIA REGINA,"RUA VINTE E DOIS, N. 600, Apto 204,","127.015,94","106.000,00",0.00,Não,"Apartamento, 0.00 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429650656,Caixa,Imóvel
8444438868880,RS,ALVORADA,MARIA REGINA,"RUA RODA DE FOGO, N. 97, Apto 402,","170.958,50","140.400,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438868880,Caixa,Imóvel
8787703259680,RS,ALVORADA,LOT RES VALE VERDE,"RUA F, N. 130, Apto 202, BLOCO 05 2° PAVIMENTO BOX N° 01","190.000,00","150.000,00",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703259680,Caixa,Imóvel
8787703011883,RS,ALVORADA,PIRATINI,"RUA F, N. 130, Apto 502, BL 07 5° PAVIMENTO QD 15","190.000,00","150.000,00",0.00,Não,"Apartamento, 85.45 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703011883,Caixa,Imóvel
8444401420354,RS,ALVORADA,JARDIM ALGARVE,"RUA CURIOS, N. 451, LT 44, QD A92, LOT ALGARVE","236.534,60","185.000,00",0.00,Não,"Casa, 49.84 de área total, 49.84 de área privativa, 175.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401420354,Caixa,Imóvel
8444408190931,RS,ALVORADA,MARIA REGINA,"RUA 27, N. 247, Apto 203,","147.329,27","90.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408190931,Caixa,Imóvel
8444438509596,RS,ALVORADA,MARIA REGINA,"RUA 27, N. 262, Apto 302, 2º ANDAR OU 3º PAVIMENTO","138.803,19","78.000,00",0.00,Não,"Apartamento, 42.84 de área total, 39.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438509596,Caixa,Imóvel
1444407896565,RS,CACHOEIRINHA,PARQUE DA MATRIZ,"RUA CONCORDIA, N. 1591, LT 29 QD A-5","303.998,92","530.000,00",42.65,Sim,"Casa, 137.50 de área total, 92.00 de área privativa, 229.49 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407896565,Caixa,Imóvel
8555521251993,RS,CACHOEIRINHA,JARDIM DOS ESTADOS,"RUA 01, N. 685, Apto 104, BL A","84.892,14","145.000,00",41.46,Não,"Apartamento, 0.00 de área total, 45.57 de área privativa, 0.00 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521251993,Caixa,Imóvel
8555534094832,RS,CACHOEIRINHA,AGUAS MORTAS,"AVENIDA FREDERICO AUGUSTO RITTER, N. 5255, CS 125  LT 06A2","120.882,70","200.000,00",39.56,Não,"Casa, 102.09 de área total, 49.84 de área privativa, 102.09 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534094832,Caixa,Imóvel
8444423870999,RS,CACHOEIRINHA,JARDIM DO BOSQUE,"RUA BACOPARI, N. 425, Apto 202, PAV 2 LT 14 QD A21 PQ RES GRANJA ESPER","117.860,63","195.000,00",39.56,Não,"Apartamento, 87.37 de área total, 66.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423870999,Caixa,Imóvel
8787714707108,RS,CACHOEIRINHA,FAZENDA ESPERANCA,"RUA IPE MIRIM (ANTIGA RUA J), N. 760, CS 14 QD 11 LT 01","119.069,46","197.000,00",39.56,Não,"Casa, 45.56 de área total, 45.56 de área privativa, 95.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714707108,Caixa,Imóvel
8044200428930,RS,CACHOEIRINHA,BOM PRINCIPIO,"RUA MISSOES, N. SN, Apto 306, TORRE 2B","165.934,52","271.000,00",38.77,Não,"Apartamento, 0.00 de área total, 68.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8044200428930,Caixa,Imóvel
1043020831993,RS,CACHOEIRINHA,BOM PRINCIPIO,"RUA GUAIANA, N. 599, QD 11 LT 08","216.686,86","340.000,00",36.27,Não,"Casa, 0.00 de área total, 85.90 de área privativa, 300.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1043020831993,Caixa,Imóvel
1444413222651,RS,CACHOEIRINHA,VILA CACHOEIRINHA,"RUA TABAJARA, N. 95, Apto 101,","390.418,74","612.600,00",36.27,Não,"Apartamento, 0.00 de área total, 148.20 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413222651,Caixa,Imóvel
1555505640320,RS,CACHOEIRINHA,VILA IMBUI,"RUA RUI RAMOS, N. 66, Apto 503, 5º ANDAR, LOT JARDIM MAUÁ","427.000,58","670.000,00",36.27,Sim,"Apartamento, 193.79 de área total, 171.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555505640320,Caixa,Imóvel
8084400404391,RS,CACHOEIRINHA,VILA CACHOEIRINHA,"RUA SANTA CLARA, N. 197, Apto 403, BL 1 4 PAV","225.000,00","225.000,00",0.00,Não,"Apartamento, 130.60 de área total, 119.34 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8084400404391,Caixa,Imóvel
8787710268665,RS,CACHOEIRINHA,PARQUE MARECHAL RONDON,"RUA SUICA ACESSO C, N. 784, CS 57  QD C  RESIDENCIAL SUIÇA","190.000,00","190.000,00",0.00,Não,"Casa, 0.00 de área total, 44.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710268665,Caixa,Imóvel
8444415021481,RS,CACHOEIRINHA,VILA SILVEIRA MARTINS,"RUA FLAVIO CATANHEDE, N. 55, BOX 08","198.000,00","198.000,00",0.00,Não,"Casa, 122.36 de área total, 98.31 de área privativa, 48.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415021481,Caixa,Imóvel
8084400406548,RS,CACHOEIRINHA,PONTA PORA,"RUA RIO BRANCO, N. 551, Apto 401, BL B BOX 18","210.000,00","210.000,00",0.00,Não,"Apartamento, 0.00 de área total, 57.65 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8084400406548,Caixa,Imóvel
8787709629781,RS,CACHOEIRINHA,JARDIM BETANIA,"AVENIDA DA FEDERACAO, N. 705, Apto 344, BLOCO K","156.000,00","156.000,00",0.00,Não,"Apartamento, 47.62 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709629781,Caixa,Imóvel
8444413364012,RS,CACHOEIRINHA,MORADA DO BOSQUE,"RUA NILS TARANGER, N. 62, CS 02, LT C, QD B9","209.000,00","209.000,00",0.00,Não,"Casa, 0.00 de área total, 48.25 de área privativa, 97.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413364012,Caixa,Imóvel
8787700296690,RS,CACHOEIRINHA,FAZENDA ESPERANCA,"RUA ESMERALDA, N. 349, CS 04 LT 14 QD F1","200.000,00","200.000,00",0.00,Não,"Casa, 0.00 de área total, 29.96 de área privativa, 85.51 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700296690,Caixa,Imóvel
8787705682858,RS,CACHOEIRINHA,JARDIM DOS ESTADOS,"AVENIDA DA FEDERACAO, N. 705, Apto 329, BLOCO H","140.000,00","134.000,00",0.00,Não,"Apartamento, 0.00 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705682858,Caixa,Imóvel
